バラ商品コード,バラ商品名称,ケース商品コード,ケース商品名称,バラ個数
'4589850822704,イタリアンレモネード ５００ｍｌ ,'4589850822711,イタリアンレモネード ５００ｍｌＸ２４ ,24
'4589850822742,北海道余市の白ぶどうソーダ ４２０ｍｌ ,'4589850822759,  ,24
'4589850824067,オリジナルレモネード ５００ｍｌ ,'4589850824074,  ,24
'4589850824173,キレートレモン　ダブルレモン ５００ｍｌ ,'4589850824197,キレートレモン　ダブルレモン ５００ｍｌｘ２４ ,24
'4589850824623,瀬戸内レモンレモネード ５００ｍｌ ,'4589850824616,瀬戸内レモンレモネード ５００ｍｌＸ２４ ,24
'4589850824951,北海道りんごソーダ ４１０ｍｌ ,'4589850824968,  ,24
'4589850825286,かごしま知覧紅茶　無糖 ５００ｍｌ ,'4589850825293,かごしま知覧紅茶　無糖 ５００ｍｌＸ２４ ,24
'4589850825347,じっくりオニオンスープ　缶 １９０ｇ ,'4589850825361,じっくりオニオンスープ　缶 １９０ｇＸ３０ ,30
'4589850825460,レモネードソーダ ５００ｍｌ ,'4589850825477,  ,24
'4589850825781,アーモンドミルク ５００ｍｌ ,'4589850825798,  ,24
'4589850826030,レモンスパーク　ヨーロピアン ５００ｍｌ ,'4589850826047,レモンスパーク　ヨーロピアン ５００ｍｌＸ２４ ,24
'4589850826214,Ｒｉｂｂｏｎ　ナポリンペット ４７０ｍｌ ,'4589850826221,Ｒｉｂｂｏｎ　ナポリンペット ４７０ｍｌＸ２４ ,24
'4589850826238,Ｒｉｂｂｏｎ　シトロンペット ４７０ｍｌ ,'4589850826245,Ｒｉｂｂｏｎ　シトロンペット ４７０ｍｌＸ２４ ,24
'4589850826252,おいしい炭酸水 ６００ｍｌ ,'4589850826269,おいしい炭酸水 ６００ｍｌＸ２４ ,24
'4589850826368,エックスフリーダムエナジー ５００ｍｌ ,'4589850826375,エックスフリーダムエナジー ５００ｍｌｘ２４ ,24
'4589850826436,マカの元気　ナイトスパーク ５００ｍｌ ,'4589850826443,  ,24
'4589850826504,オリジナルレモネード ５００ｍｌ ,'4589850826511,オリジナルレモネード ５００ｍｌｘ２４ ,24
'4589850826597,無糖スパークリング ５００ｍｌ ,'4589850826603,無糖スパークリング ５００ｍｌＸ２４ ,24
'4589850826658,北海道夕張メロンソーダ ４２０ｍｌ ,'4589850826665,北海道夕張メロンソーダ ４２０ｍｌＸ２４ ,24
'4589850826818,贅沢メロンオレ　缶 １９０ｇ ,'4589850826825,贅沢メロンオレ　缶 １９０ｇｘ３０ ,30
'4589850826832,キレートレモン　Ｗレモン ５００ｍｌ ,'4589850826580,キレートレモン　Ｗレモン ５００ｍｌＸ２４ ,24
'4589850826870,クリエレモンティー微糖 ５２５ｍｌ ,'4589850826887,クリエレモンティー微糖 ５２５ｍｌＸ２４ ,24
'4589850826894,沖縄シークワーサー ２８０ｍｌ ,'4589850826900,  ,24
'4589850826917,無糖スポドリスマートバランス ５００ｍｌ ,'4589850826924,無糖スポドリスマートバランス ５００ｍｌＸ２４ ,24
'4589850826931,ドラゴンズブルーサイダー ４５０ｍｌ ,'4589850826948,ドラゴンズブルーサイダー ４５０ｍｌＸ２４ ,24
'4589850827006,アーモンドブリーズ　缶 １８５ｇ ,'4589850827013,  ,30
'4589850827082,伊達麦茶　ペット ６００ｍｌ ,'4589850827099,伊達麦茶　ペット ６００ｍｌｘ２４ ,24
'4589850827105,北海道コーン茶 ５２５ｍｌ ,'4589850827112,北海道コーン茶 ５２５ｍｌＸ２４ ,24
'4589850827242,ザクラフトコーラ ４５０ｍｌ ,'4589850827259,ザクラフトコーラ ４５０ｍｌＸ２４ ,24
'4589850827297,冷製スープ６缶バラエティ １７０ｇＸ６ ,'4589850827273,  ,5
'4589850827327,茶工場のまかない緑茶 ６００ｍｌ ,'4589850827334,  ,24
'4589850827365,がぶ飲みＰＵＭＰＵＰＳＯＤＡ ５００ｍｌ ,'4589850827372,がぶ飲みＰＵＭＰＵＰＳＯＤＡ ５００ｍｌＸ２４ ,24
'4589850827389,ザ・クラフトコーラ ４５０ｍｌ ,'4589850827396,ザ・クラフトコーラ ４５０ｍｌｘ２４ ,24
'4589850827457,ぽっかぽかゆずレモン ３５０ｍｌ ,'4589850827464,  ,24
'4589850827495,レモネードソーダ　ペット ５００ｍｌ ,'4589850827501,レモネードソーダ　ペット ５００ｍｌｘ２４ ,24
'4589850827532,キレートレモンスパークリング ５００ｍｌ ,'4589850827549,キレートレモンスパークリング ５００ｍｌＸ２４ ,24
'4589850827631,キレート　無糖 ５００ｍｌ ,'4589850827648,キレート　無糖 ５００ｍｌｘ２４ ,24
'4589850827679,レモンメイドレモネードベース ３５０ｍｌ ,'4589850827686,レモンメイドレモネードベース ３５０ｍｌＸ２４ ,24
'4589850827723,北海道余市の白ぶどう天然水 ５００ｍｌ ,'4589850827730,北海道余市の白ぶどう天然水 ５００ｍｌｘ２４ ,24
'4589850827747,ソルトライチスパークリング ５００ｍｌ ,'4589850827754,ソルトライチスパークリング ５００ｍｌｘ２４ ,24
'4589850827853,北海道余市の白ぶどうソーダ ４１０ｍｌ ,'4589850827860,北海道余市の白ぶどうソーダ ４１０ｍｌＸ２４ ,24
'4589850828089,がぶ飲みフリーダムエナジー ５００ｍｌ ,'4589850828096,がぶ飲みフリーダムエナジー ５００ｍｌｘ２４ ,24
'4589850828126,つぶ贅沢みかん　プレミアム ４００ｇ ,'4589850828133,  ,24
'4589850828140,北海道北見ハッカ炭酸　ペット ５００ｍｌ ,'4589850828157,北海道北見ハッカ炭酸　ペット ５００ｍｌＸ２４ ,24
'4589850828232,コトコトとろーりコーン １９０ｇ ,'4589850828249,コトコトとろーりコーン １９０ｇｘ３０ ,30
'4589850828324,ぽっかぽかレモン ３５０ｍｌ ,'4589850828362,  ,24
'4589850828423,ポッカコーヒー　ブラック　缶 １８５ｇ ,'4589850828430,ポッカコーヒー　ブラック　缶 １８５ｇｘ３０ ,30
'4589850828447,ポッカコーヒー　カフェオレ缶 １９０ｇ ,'4589850828454,ポッカコーヒー　カフェオレ缶 １９０ｇｘ３０ ,30
'4589850828669,つぶつぶたっぷりみかんグルト ３８０ｇ ,'4589850828676,  ,24
'4589850828720,ストライクグレープソーダ ５００ｍｌ ,'4589850828737,ストライクグレープソーダ ５００ｍｌＸ２４ ,24
'4589850828782,北海道りんごソーダ　ペット ４１０ｍｌ ,'4589850828799,北海道りんごソーダ　ペット ４１０ｍｌＸ２４ ,24
'4589850828829,おいしい炭酸水　レモン ６００ｍｌ ,'4589850828836,  ,24
'4589850828935,がぶ飲みレモンクリームソーダ ５００ｍｌ ,'4589850828942,がぶ飲みレモンクリームソーダ ５００ｍｌＸ２４ ,24
'4589850829062,キレートＷレモン ５００ｍｌ ,'4589850829079,キレートＷレモン ５００ｍｌＸ２４ ,24
'4589850829086,キレート無糖スパークリング ４９０ｍｌ ,'4589850829093,キレート無糖スパークリング ４９０ｍｌＸ２４ ,24
'4589850829222,がぶ飲みブドウ糖ソーダ ５００ｍｌ ,'4589850829239,がぶ飲みブドウ糖ソーダ ５００ｍｌＸ２４ ,24
'4589850829246,レモンの酢ダイエットスパーク ３５０ｍｌ ,'4589850829253,レモンの酢ダイエットスパーク ３５０ｍｌＸ２４ ,24
'4589850829413,アーモンドミルクラテ　缶 １８５ｇ ,'4589850829420,アーモンドミルクラテ　缶 １８５ｇＸ３０ ,30
'4589850829451,北海道富良野ホップ炭酸水 ５００ｍｌ ,'4589850829468,北海道富良野ホップ炭酸水 ５００ｍｌＸ２４ ,24
'4589850829499,オリジナルレモネードＣ ５００ｍｌ ,'4589850829505,オリジナルレモネードＣ ５００ｍｌＸ２４ ,24
'4589850829512,瀬戸内レモンレモネード ５００ｍｌ ,'4589850829529,瀬戸内レモンレモネード ５００ｍｌＸ２４ ,24
'4589850829659,がぶ飲みブルーウェーブ ５００ｍｌ ,'4589850829666,  ,24
'4589850829673,Ｒｉｂｂｏｎナポリンエナジー ５００ｍｌ ,'4589850829680,Ｒｉｂｂｏｎナポリンエナジー ５００ｍｌＸ２４ ,24
'4589850829697,がぶ飲みフリーダムエナジー ５００ｍｌ ,'4589850829703,がぶ飲みフリーダムエナジー ５００ｍｌＸ２４ ,24
'4595643832508,ＡＳＡＰ推しの子ＡＷＡＫＥＮ ２５０ｍｌ ,'4595643832515,ＡＳＡＰ推しの子ＡＷＡＫＥＮ ２５０ｍｌＸ３０ ,30
'4595643832522,推しの子ＢａｌａｎｃｅＤ ２５０ｍｌ ,'4595643832539,推しの子ＢａｌａｎｃｅＤ ２５０ｍｌＸ３０ ,30
'4595643832546,推しの子ＧＲＡＰＥアイ ２５０ｍｌ ,'4595643832553,推しの子ＧＲＡＰＥアイ ２５０ｍｌＸ３０ ,30
'4897036690017,モンスターエナジー ３５５ｍｌ ,'4897036690024,モンスターエナジー ３５５ｍｌ×２４ ,24
'4897036690055,モンスターゼロ ３５５ｍｌ ,'4897036690062,モンスターゼロ ３５５ｍｌＸ２４ ,24
'4897036690888,モンスターウルトラ ３５５ｍｌ ,'4897036690895,モンスターウルトラ ３５５ｍｌＸ２４ ,24
'4897036691021,モンスターＭ３ １５０ｍｌ ,'4897036691038,モンスターＭ３ １５０ｍｌＸ６ ,6
'4897036691021,モンスターＭ３ １５０ｍｌ ,'4897036691045,モンスターＭ３ １５０ｍｌＸ６Ｘ４ ,24
'4897036691083,モンスターカオス ３５５ｍｌ ,'4897036691090,モンスターカオス ３５５ｍｌＸ２４ ,24
'4897036691144,モンスターロッシ ３５５ｍｌ ,'4897036691151,モンスターロッシ ３５５ｍｌＸ２４ ,24
'4897036691953,モンスターキューバリブレ ３５５ｍｌ ,'4897036691960,モンスターキューバリブレ ３５５ｍｌｘ２４ ,24
'4897036692233,モンスターパイプライン ３５５ｍｌ ,'4897036692240,モンスターパイプライン ３５５ｍｌＸ２４ ,24
'4897036692288,モンスターエナジー ５００ｍｌ ,'4897036692295,モンスターエナジー ５００ｍｌＸ２４ ,24
'4897036692578,モンスターエナジー４本 ３５５ｍｌＸ４ ,'4514603413908,モンスターエナジー４本 ３５５ｍｌＸ４Ｘ６ ,6
'4897036692707,モンスターウルトラパラダイス ３５５ｍｌ ,'4897036692714,モンスターウルトラパラダイス ３５５ｍｌＸ２４ ,24
'4897036693049,モンスタースーパーコーラ ５００ｍｌ ,'4897036693056,モンスタースーパーコーラ ５００ｍｌＸ２４ ,24
'4897036693407,モンスターマンゴーロコ ３５５ｍｌ ,'4897036693414,モンスターマンゴーロコ ３５５ｍｌＸ２４ ,24
'4897036693667,モンスターキラーキウイ ５５０ｍｌ ,'4897036693674,モンスターキラーキウイ ５５０ｍｌＸ２４ ,24
'4897036693759,モンスターウォーターメロン ３５５ｍｌ ,'4897036693766,モンスターウォーターメロン ３５５ｍｌＸ２４ ,24
'4897036693773,モンスターリハブレモネード ３５５ｍｌ ,'4897036693780,モンスターリハブレモネード ３５５ｍｌＸ２４ ,24
'4897036693889,モンスタースーパーコーラ ３５５ｍｌ ,'4897036693896,モンスタースーパーコーラ ３５５ｍｌＸ２４ ,24
'4897036694046,モンスターパピヨン ３５５ｍｌ ,'4897036694053,モンスターパピヨン ３５５ｍｌＸ２４ ,24
'4897036694428,モンスターエナジー缶 ５００ｍｌ ,'4897036694435,モンスターエナジー缶 ５００ｍｌＸ２４ ,24
'4897036694466,モンスターピーチーキーン ３５５ｍｌ ,'4897036694473,モンスターピーチーキーン ３５５ｍｌＸ２４ ,24
'4897036694510,モンスターレモネード ３５５ｍｌ ,'4897036694527,モンスターレモネード ３５５ｍｌＸ２４ ,24
'4897036694756,モンスターバイオレット ３５５ｍｌ ,'4897036694763,モンスターバイオレット ３５５ｍｌＸ２４ ,24
'4897036694794,モンスターパイプラインパンチ ５００ｍｌ ,'4897036694800,モンスターパイプラインパンチ ５００ｍｌＸ２４ ,24
'4897036694930,モンスターエナジー４本パック ３５５ｍｌＸ４ ,'4897036694947,モンスターエナジー４本パック ３５５ｍｌＸ４Ｘ６ ,6
'4897036695180,モンスタールビーレッド ３５５ｍｌ ,'4897036695197,モンスタールビーレッド ３５５ｍｌＸ２４ ,24
'4897036695487,レインストームグレープ ２５０ｍｌ ,'4897036695494,レインストームグレープ ２５０ｍｌＸ３０ ,30
'4897036695500,レインストームストロベリー ２５０ｍｌ ,'4897036695517,レインストームストロベリー ２５０ｍｌＸ３０ ,30
'4897036695524,モンスターリッパー ３５５ｍｌ ,'4897036695531,モンスターリッパー ３５５ｍｌＸ２４ ,24
'4901085002605,おーいお茶濃い茶６００ ６００ｍｌ ,'4901085202609,おーいお茶濃い茶６００ ６００ｍｌＸ２４ ,24
'4901085003800,おーいお茶緑茶６００ ６００ｍｌ ,'4901085203804,おーいお茶緑茶６００ ６００ｍｌＸ２４ ,24
'4901085041888,伊藤園ナタデココ ２８０ｇ ,'4901085241882,伊藤園ナタデココ ２８０ｇＸ２４ ,24
'4901085044483,伊藤園健康ミネラルむぎ茶 ２０００ｍｌ ,'4901085244487,伊藤園健康ミネラルむぎ茶 ２０００ｍｌ×６ ,6
'4901085045398,伊藤園濃い熟トマト １９０ｇ ,'4901085219058,伊藤園熟トマト １９０ｇ×２０ ,20
'4901085049716,伊藤園１日分の野菜 １９０ｇ ,'4901085249741,伊藤園１日分の野菜 １９０ｇ×２０ ,20
'4901085083147,伊藤園おーいお茶緑茶 ２４５ｇ ,'4901085283141,伊藤園おーいお茶緑茶 ２４５ｇｘ３０ ,30
'4901085089439,伊藤園　おーいお茶　緑茶 １９０ｇ ,'4901085289433,伊藤園おーいお茶緑茶缶 １９０ｍｌｘ３０ ,30
'4901085098929,伊藤園おーいお茶緑茶 ２８０ｍｌ ,'4901085298923,伊藤園おーいお茶緑茶 ２８０ｍｌ×２４ ,24
'4901085156988,北海道とうきび茶 ５００ｍｌ ,'4901085156995,北海道とうきび茶 ５００ｍｌＸ２４ ,24
'4901085157657,スタイリースパークレモン ５００ｍｌ ,'4901085157664,スタイリースパークレモン ５００ｍｌＸ２４ ,24
'4901085161982,タリーズコーヒーブラック ３９０ｍｌ ,'4901085161999,タリーズコーヒーブラック ３９０ｍｌＸ２４ ,24
'4901085176122,ホットおーいお茶緑茶 ５００ｍｌ ,'4901085176139,  ,24
'4901085179611,健康ミネラルむぎ茶 ６５０ｍｌ ,'4901085179628,健康ミネラルむぎ茶 ６５０ｍｌＸ２４ ,24
'4901085183885,大納言しるこ １８５ｇ ,'4901085183892,大納言しるこ １８５ｇＸ３０ ,30
'4901085186701,ホットビタミンレモン ２８０ｇ ,'4901085186718,ホットビタミンレモン ２８０ｇＸ２４ ,24
'4901085191927,おーいお茶ほうじ茶６００ ６００ｍｌ ,'4901085191934,おーいお茶ほうじ茶６００ ６００ｍｌＸ２４ ,24
'4901085192009,おーいお茶緑茶 ５２５ｍｌ ,'4901085192016,おーいお茶緑茶 ５２５ｍｌＸ２４ ,24
'4901085192771,おーいお茶ほうじ茶レンジ対応 ３４５ｍｌ ,'4901085192788,おーいお茶ほうじ茶レンジ対応 ３４５ｍｌＸ２４ ,24
'4901085192962,ビタミンフルーツオレンジ ３４０ｇ ,'4901085192979,ビタミンフルーツオレンジ ３４０ｇＸ２４ ,24
'4901085193006,おーいお茶濃い茶 ５２５ｍｌ ,'4901085193013,おーいお茶濃い茶 ５２５ｍｌＸ２４ ,24
'4901085193020,ビタミンフルーツりんご ３４０ｇ ,'4901085193037,ビタミンフルーツりんご ３４０ｇＸ２４ ,24
'4901085195475,伝承の健康茶そば茶 ５００ｍｌ ,'4901085195482,伝承の健康茶そば茶 ５００ｍｌＸ２４ ,24
'4901085195499,伝承の健康茶そば茶 ５００ｍｌ ,'4901085195505,伝承の健康茶そば茶 ５００ｍｌＸ２４ ,24
'4901085195512,伝承の健康茶そば茶 ２０００ｍｌ ,'4901085195529,伝承の健康茶そば茶 ２０００ｍｌＸ６ ,6
'4901085196496,ごくごく飲める毎日一杯の青汁 ３５０ｍｌ ,'4901085196502,  ,24
'4901085197868,健康ミネラルむぎ茶冷凍ボトル ４８５ｍｌ ,'4901085197875,  ,24
'4901085601020,ヘルシールイボスティー ５００ｍｌ ,'4901085601037,ヘルシールイボスティー ５００ｍｌＸ２４ ,24
'4901085603659,タリーズスムースブラック ５００ｍｌ ,'4901085603666,タリーズスムースブラック ５００ｍｌＸ２４ ,24
'4901085605936,ジャスミンティ ６００ｍｌ ,'4901085605943,ジャスミンティ ６００ｍｌＸ２４ ,24
'4901085606322,カテキン緑茶 ３５０ｍｌ ,'4901085606339,  ,24
'4901085606346,カテキン緑茶 １０５０ｍｌ ,'4901085606353,  ,12
'4901085606360,カテキンジャスミン茶 ３５０ｍｌ ,'4901085606377,カテキンジャスミン茶 ３５０ｍｌＸ２４ ,24
'4901085606384,カテキンジャスミン茶 １０５０ｍｌ ,'4901085606391,  ,12
'4901085606599,ＴＥＡｓＴＥＡほうじ茶ラテ ５００ｍｌ ,'4901085606605,ＴＥＡｓＴＥＡほうじ茶ラテ ５００ｍｌＸ２４ ,24
'4901085607749,熟トマト １９０ｇ ,'4901085607732,熟トマト １９０ｇＸ２０ ,20
'4901085609576,おーいお茶濃い茶 ２０００ｍｌ ,'4901085609583,おーいお茶濃い茶 ２０００ｍｌＸ６ ,6
'4901085610534,おーい炒りたて玄米茶２Ｌ ２Ｌ ,'4901085610541,  ,6
'4901085610558,おーいお茶玄米茶 ６００ｍｌ ,'4901085610565,おーいお茶玄米茶 ６００ｍｌＸ２４ ,24
'4901085611203,充実野菜緑黄色ミックス１９０ １９０ｇ ,'4901085611227,充実野菜緑黄色ミックス１９０ １９０ｇＸ２０ ,20
'4901085612514,スタイリー炭酸水レモン ５００ｍｌ ,'4901085612521,スタイリー炭酸水レモン ５００ｍｌＸ２４ ,24
'4901085613115,タリーズスムースラテ ５００ｍｌ ,'4901085613122,タリーズスムースラテ ５００ｍｌＸ２４ ,24
